"mztime"	"VK_180504_097"	"VK_180504_103"	"VK_180504_121"	"VK_180504_127"	"VK_180504_145"	"VK_180504_151"	"VK_180504_181"	"VK_180504_187"	"VK_180504_205"	"VK_180504_211"
"mztime"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"
"520.7381793/55.17278585"	"2327103.52"	"56897812"	"56897812"	"4336819.136"	"3336486.033"	"56897812"	"56897812"	"3824812.829"	"6189714.911"	"4752386.354"
"520.7761373/63.22614676"	"4730122.963"	"56897812"	"1009242.644"	"5223224.854"	"6158239.648"	"56897812"	"4874221.097"	"2725978.89"	"4953588.885"	"4608397.903"
"520.7986275/76.17695331"	"56897812"	"247070.2272"	"56897812"	"56897812"	"56897812"	"2693739.622"	"56897812"	"477131.9706"	"56897812"	"715874.7072"
"520.8196938/70.08649254"	"7715740.068"	"19740073.99"	"10772362.42"	"7007139.011"	"9812178.058"	"15772078.4"	"8727620.977"	"11014088.33"	"12147303.01"	"7598185.683"
"520.8199727/172.9670356"	"395073.0262"	"1345296.076"	"12898376.75"	"703353.9"	"738472.3504"	"2273880.694"	"2383283.493"	"1786065.868"	"1552136.882"	"1587054.952"
"520.8624301/70.88366477"	"56897812"	"56897812"	"56897812"	"4511629.772"	"3977686.355"	"56897812"	"4511498.899"	"2989514.478"	"6567841.595"	"6636450.015"
"520.9200807/64.52048939"	"856843.5001"	"56897812"	"56897812"	"898456.8808"	"892702.9332"	"56897812"	"1281839.454"	"1762399.084"	"1406180.152"	"1201387.644"
"521.1015372/63.28302269"	"1590355.119"	"3408284.702"	"3634769.531"	"786841.2543"	"765520.6203"	"1393038.786"	"1646558.15"	"1345077.647"	"3852287.658"	"1279042.476"
"521.3365798/35.51526761"	"1957380.644"	"56897812"	"56897812"	"2409641.777"	"2237386.723"	"56897812"	"2378018.852"	"4912122.051"	"1412500.442"	"1410818.358"
"521.792044/38.09593388"	"4651808.48"	"56897812"	"56897812"	"2673110.93"	"6025799.237"	"56897812"	"3916724.853"	"4820837.517"	"4112360.409"	"5958803.904"
"522.2933912/38.58652901"	"2862212.638"	"56897812"	"56897812"	"2448614.481"	"3499488.938"	"56897812"	"3128875.085"	"3112165.984"	"3044932.62"	"3358603.942"
"522.3380405/28.69409039"	"13590017.27"	"56897812"	"56897812"	"19597391.22"	"25051028.84"	"56897812"	"10159327.44"	"16407594.64"	"15614496.51"	"18300285.07"
"522.6729453/57.86411318"	"56897812"	"3324902.735"	"2543545.508"	"2951723.848"	"1937717.272"	"12520436.52"	"2373057.131"	"2376538.275"	"1600191.971"	"1420262.807"
"522.7736127/64.27519331"	"9556709.673"	"4813466.705"	"2314004.853"	"6451583.524"	"9954746.958"	"4108564.724"	"8123768.364"	"56897812"	"2291641.14"	"6573834.744"
"522.816974/69.3560793"	"7614398.469"	"7387199.875"	"6988253.904"	"5477624.923"	"4230269.316"	"8397209.84"	"7323322.199"	"9328100.863"	"6943831.64"	"7319977.703"
"522.8394445/28.39575843"	"3071976.255"	"56897812"	"56897812"	"11586532.14"	"7007481.772"	"56897812"	"5410716.037"	"4331675.768"	"5466008.326"	"6694055.143"
"522.9591269/293.6050468"	"1036606.031"	"56897812"	"1124415.64"	"1083641.977"	"1621065.089"	"56897812"	"1203722.536"	"1719189.733"	"1405874.943"	"1722001.735"
"523.0981744/64.70955639"	"1800111.723"	"56897812"	"56897812"	"202359.5435"	"56897812"	"56897812"	"232477.2728"	"3072761.898"	"1314918.56"	"513692.5381"
"523.3437777/28.91748403"	"56897812"	"56897812"	"56897812"	"3853538.378"	"3972112.733"	"56897812"	"4058997.07"	"2840156.494"	"3364876.848"	"4381570.324"
"523.7682382/63.37569206"	"340543.8407"	"56897812"	"56897812"	"2021707.122"	"145306.6929"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"524.6716398/59.69005246"	"1184606.471"	"13305045.91"	"3670852.454"	"1638390.635"	"3061815.432"	"3457595.102"	"3883909.988"	"6153322.046"	"2320157.081"	"2271635.027"
"524.6856825/57.02149531"	"2357996.512"	"4215905.292"	"8365038.596"	"56897812"	"5918539.727"	"3259686.105"	"6465983.201"	"7638578.498"	"4288969.291"	"4342456.83"
"524.7710243/62.3550935"	"12149235.44"	"56897812"	"56897812"	"9161747.283"	"3782926.911"	"56897812"	"5748009.787"	"2285817.045"	"3209823.23"	"3899077.665"
"524.8270378/36.56326411"	"2566763.475"	"56897812"	"56897812"	"3409976.241"	"56897812"	"56897812"	"3733549.704"	"4818581.249"	"4660967.848"	"4220008.591"
"524.868609/59.05482201"	"2044996.133"	"2019588.181"	"2736843.855"	"601477.2497"	"56897812"	"1424796.04"	"56897812"	"1920032.775"	"1250636.704"	"56897812"
"524.9850151/73.75655449"	"601576.3536"	"56897812"	"56897812"	"856615.3376"	"1712383.784"	"56897812"	"793597.5974"	"745918.7252"	"937282.3445"	"435746.239"
"524.9942543/136.7667618"	"578030.0718"	"56897812"	"56897812"	"677464.0078"	"1047519.408"	"56897812"	"1523894.38"	"1585396.548"	"56897812"	"1366870.567"
"525.0589845/42.03832765"	"207473.0775"	"308067.8063"	"1528621.845"	"171020.7233"	"206072.3539"	"157314.0817"	"285610.3695"	"56897812"	"316060.5604"	"243480.6445"
"525.2881753/36.52971167"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"484318.2134"	"1017590.115"	"56897812"	"946113.8444"
"525.3301303/36.00694743"	"994019.7879"	"56897812"	"72688.52907"	"56897812"	"1082850.062"	"442914.0955"	"1612001.07"	"1223902.353"	"1022662.722"	"1123576"
"525.8298116/36.91843103"	"163571.3451"	"56897812"	"56897812"	"343745.6082"	"372537.8865"	"56897812"	"407619.5979"	"441478.1008"	"653353.5182"	"256930.6422"
"526.0435233/60.36988062"	"1160969.008"	"1492864.569"	"1823353.299"	"1100500.654"	"1942979.038"	"1910165.344"	"1921079.474"	"2573207.877"	"2655428.4"	"1965915.777"
"526.4322931/26.40944422"	"56897812"	"876678.8944"	"1481248.988"	"56897812"	"56897812"	"981980.0744"	"56897812"	"56897812"	"339071.3665"	"254621.3315"
"526.5409681/59.03466832"	"3491836.255"	"5944839.453"	"8594012.373"	"3125265.066"	"4586971.324"	"5230886.79"	"1403666.685"	"1285948.53"	"6108720.144"	"1573701.204"
"526.6680744/54.87018632"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1287670.148"	"1133475.845"	"1254778.408"	"2247627.446"	"56897812"
"526.6829032/57.14247062"	"4440862.016"	"56897812"	"5256436.7"	"4969782.292"	"4363677.875"	"3524042.096"	"5702570.508"	"6314109.977"	"5901283.967"	"5744001.118"
"526.7650122/66.99114368"	"1024519.107"	"56897812"	"56897812"	"977772.0996"	"1160215.471"	"56897812"	"56897812"	"1310515.266"	"56897812"	"602367.4253"
"526.7695813/63.41512168"	"995119.7445"	"56897812"	"56897812"	"831023.0298"	"794643.3195"	"56897812"	"56897812"	"456749.7034"	"56897812"	"572888.7569"
"526.8473888/72.30779849"	"56897812"	"56897812"	"56897812"	"778870.0151"	"1099639.786"	"56897812"	"823089.7854"	"1154066.713"	"2380348.397"	"1710970.94"
"526.8641397/58.88130373"	"1300534.436"	"56897812"	"3863166.785"	"1261206.224"	"1299405.037"	"2835046.638"	"3228459.895"	"2832106.347"	"3793565.446"	"2737810.772"
"526.9986386/163.9370907"	"905459.6272"	"56897812"	"56897812"	"56897812"	"2009364.807"	"56897812"	"3117710.732"	"3273539.48"	"56897812"	"3344324.38"
"527.0471443/60.11310748"	"7415021.838"	"16324287.48"	"10652729.49"	"4203482.742"	"8527751.982"	"9159330.184"	"10540863.46"	"12324200.15"	"12064031.73"	"14493924.2"
"527.7605236/55.37246832"	"4794084.921"	"5586196.108"	"3745042.057"	"193942.7578"	"1749325.661"	"8021067.056"	"56897812"	"388666.0492"	"1271314.903"	"153202.7259"
"527.8176897/40.22628733"	"4505423.867"	"56897812"	"56897812"	"7926258.127"	"5625329.555"	"56897812"	"4962144.243"	"6093089.411"	"6869702.792"	"7060231.74"
"528.0410097/60.50328886"	"1680698.071"	"2293853.3"	"2388759.552"	"1474875.522"	"1510648.122"	"2009965.876"	"1380818.893"	"2035804.005"	"1885276.966"	"1799060.439"
"528.3199098/38.99938829"	"2599201.917"	"56897812"	"56897812"	"3925387.372"	"3086663.685"	"56897812"	"1984383.137"	"2563883.594"	"3413163.358"	"3411844.567"
"528.6808552/57.14522715"	"3782490.691"	"56897812"	"56897812"	"2112629.48"	"1759286.183"	"56897812"	"3719072.915"	"3018552.266"	"2558693.196"	"2359083.723"
"528.769929/57.9886042"	"4017720.824"	"56897812"	"56897812"	"4713236.754"	"1221419.688"	"56897812"	"2783176.983"	"5051914.203"	"56897812"	"2176484.729"
"528.8381793/195.1288564"	"130666127.5"	"321641799.9"	"114134091.3"	"150675684.3"	"176883522.2"	"130323526.8"	"258525347.2"	"256433873.4"	"304806995.2"	"341764012.9"
"528.8383739/281.5361383"	"9508616.989"	"160452763.1"	"99691276.75"	"18204589.94"	"14891366.37"	"124214079.9"	"36823950.54"	"39106743.67"	"32483140.53"	"36238035.66"
"528.8394627/113.1793511"	"8020442.498"	"24919112.53"	"15429679.66"	"9874071.699"	"6210806.379"	"16463215.43"	"4705388.757"	"4630135.726"	"2921435.211"	"8657004.411"
"530.037735/83.36218429"	"56897812"	"56897812"	"56897812"	"56897812"	"1879514.061"	"101035.3391"	"407643.5479"	"1092521.026"	"39040.29867"	"384893.2695"
"530.2108939/44.47752103"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"125371.5358"	"171579.5269"	"349457.4303"
"530.34365/28.37753895"	"9110619.429"	"56897812"	"56897812"	"12225939.88"	"7458007.378"	"56897812"	"7093856.619"	"5214791.703"	"6727084.852"	"6640824.953"
"530.5355701/58.97652055"	"3806179.69"	"6619249.612"	"7121851.655"	"4054260.322"	"3074874.208"	"3814470.07"	"2164559.072"	"56897812"	"2760087.004"	"2245690.766"
"530.5813271/64.05408418"	"56897812"	"859818.9717"	"56897812"	"459539.1996"	"1064805.633"	"1126258.557"	"826529.0864"	"2649761.584"	"4574504.062"	"4887203.537"
"530.6312278/57.23864683"	"3524274.533"	"56897812"	"12136767.76"	"4475016.511"	"2879895.57"	"56897812"	"5438950.998"	"4266851.739"	"4533733.587"	"3944374.412"
"530.8490811/68.30259635"	"49797951.02"	"206424871.7"	"153449610.4"	"69698648.92"	"45503819.88"	"202529286.7"	"94831329.69"	"125959975.5"	"138123077.5"	"74967438.87"
"531.3546159/28.71962549"	"20683989.96"	"56897812"	"56897812"	"25482494.3"	"28048994.92"	"56897812"	"25025993.57"	"7762518.165"	"26121113.56"	"19996073.47"
"531.3645064/27.54575616"	"81550866.83"	"56897812"	"56897812"	"74001105.53"	"76243041.52"	"56897812"	"46776290.8"	"109999509.7"	"41534929.78"	"49506931.35"
"531.8562925/28.53905011"	"1194491.217"	"56897812"	"56897812"	"5766743.092"	"4676967.383"	"56897812"	"2396848.186"	"3556254.542"	"5140414.728"	"5788403.508"
"532.1592327/28.04239173"	"56897812"	"56897812"	"56897812"	"2118662.336"	"2363986.493"	"56897812"	"56897812"	"2342836.975"	"2725572.006"	"4148223.046"
"532.2498046/42.36623051"	"56897812"	"56897812"	"56897812"	"31342.50059"	"56897812"	"56897812"	"117290.9597"	"164476.4533"	"28235.85275"	"56897812"
"532.2580199/39.91161573"	"1134843.891"	"56897812"	"56897812"	"1158854.789"	"1684388.639"	"56897812"	"1353199.369"	"2387930.966"	"1468285.421"	"2120297.029"
"532.3850337/27.66804458"	"2199172957"	"736240.7568"	"12615219.12"	"2071122603"	"2004361587"	"56897812"	"2132876753"	"1812583343"	"1641038954"	"2427508497"
"532.4567076/23.8464768"	"56897812"	"638569.85"	"732069.4056"	"56897812"	"556938.2659"	"959407.6613"	"465905.1159"	"56897812"	"56897812"	"56897812"
"532.5794499/64.0556387"	"56897812"	"869659.7656"	"56897812"	"56897812"	"597853.885"	"848272.9361"	"2407251.049"	"3390077.535"	"2668394.263"	"1049912.101"
"532.6092279/27.82262498"	"56897812"	"56897812"	"56897812"	"1246159.752"	"2026399.405"	"56897812"	"1712188.251"	"56897812"	"1003501.676"	"1441215.297"
"532.7004323/57.99414422"	"10550071.06"	"34376811.22"	"50109555.63"	"2575143.568"	"7527323.343"	"31590318.97"	"12756899.69"	"12823326.86"	"9786949.964"	"10337663.39"
"532.758414/43.78338616"	"857926.2151"	"56897812"	"56897812"	"56897812"	"3279000.712"	"56897812"	"56897812"	"2056261.725"	"1288383.871"	"1494710.197"
"532.8319543/173.0934263"	"1065043.78"	"56897812"	"2431569.695"	"56897812"	"943397.0881"	"5578420.211"	"1978786.841"	"3750394.198"	"56897812"	"1198987.853"
"533.3407344/37.99816835"	"14761141.88"	"56897812"	"56897812"	"14259100.21"	"13108894.4"	"56897812"	"17209900.76"	"18845920.84"	"13739667.63"	"16518207.84"
"533.3869764/27.44658205"	"776118872.5"	"56897812"	"3019128.097"	"863083868.2"	"885457305.8"	"56897812"	"1191756613"	"977650179.6"	"1156441431"	"582716509.2"
"533.4611594/24.19866502"	"137671.7314"	"118116.3762"	"247852.5306"	"56897812"	"56897812"	"138025.0202"	"56897812"	"56897812"	"56897812"	"56897812"
"533.5827361/136.3992562"	"56897812"	"1035791.939"	"1670966.48"	"730646.4176"	"998099.408"	"3122471.011"	"1217107.345"	"1226321.216"	"56897812"	"1206534.971"
"533.705666/56.43450341"	"975789.9423"	"4289366.105"	"1103963.429"	"960490.5853"	"754676.7932"	"401690.5813"	"683676.7059"	"1277342.047"	"1514160.598"	"2235549.117"
"533.8417603/37.29025125"	"3954249.855"	"56897812"	"56897812"	"4632061.011"	"3921255.568"	"56897812"	"6446532.28"	"6452823.727"	"6427784.803"	"5087798.689"
"534.3436339/37.31333369"	"2813143.379"	"56897812"	"56897812"	"2565718.232"	"3258012.295"	"56897812"	"56897812"	"3130762.839"	"2065887.003"	"2785365.235"
"534.3901449/29.05952657"	"111262126.1"	"56897812"	"1109940.756"	"160969838.4"	"199719541.6"	"56897812"	"211477148.8"	"203337367.3"	"154834136"	"137951775.3"
"534.6998292/57.36393163"	"7877728.463"	"13452221.95"	"17624674.23"	"4869653.209"	"6405860.654"	"20341129.83"	"6791566.433"	"7293567.049"	"3350921.133"	"9467017.991"
"534.8082312/58.87309037"	"6472005.992"	"6148488.301"	"11634312.98"	"6228647.424"	"6307930.68"	"7064831.125"	"6123818.24"	"56897812"	"5672267.24"	"6564865.467"
"534.8304101/130.0432881"	"154926585.4"	"710371904.2"	"321956438.1"	"157123209.3"	"128646607.6"	"610841339.4"	"280026704.2"	"326500270.3"	"291471408.6"	"260231838.2"
"534.8552878/90.23211119"	"149489764.1"	"110168963.1"	"43607921.61"	"199271191.7"	"177177057.9"	"102989611.4"	"205860805.5"	"188742647.8"	"208476416.9"	"219577809.3"
"534.8556563/239.7101577"	"1542198.483"	"56897812"	"159276.4624"	"1029110.053"	"1185395.912"	"479600.4331"	"1747977.079"	"995406.928"	"1434754.543"	"1163304.74"
"535.387531/29.45924626"	"1767235.317"	"56897812"	"56897812"	"2751145.649"	"1215152.866"	"56897812"	"1244127.799"	"3376544.635"	"1955291.742"	"1494952.367"
"535.3942581/27.1564799"	"19193063.01"	"56897812"	"56897812"	"22045835.63"	"23354820.12"	"56897812"	"24800721.37"	"29836175.08"	"14903915.55"	"28388644.98"
"535.8178852/37.69613416"	"1369792.44"	"56897812"	"56897812"	"1469501.331"	"1778156.251"	"56897812"	"2125291.379"	"2776066.68"	"2540814.396"	"2203083.133"
"535.8318221/129.4054359"	"22213255.35"	"100964260.5"	"90209241.89"	"20205585.36"	"26441320.87"	"107114177.8"	"42904723.05"	"38538925.72"	"47721174.03"	"30466037.05"
"536.3197269/37.64392491"	"482810.4092"	"56897812"	"56897812"	"56897812"	"1228371.67"	"56897812"	"571183.3883"	"1019553.406"	"1408767.081"	"925377.5097"
"536.3431087/32.29432091"	"878119.6766"	"56897812"	"572992.5228"	"56897812"	"392695.2835"	"56897812"	"2000923.862"	"701340.2314"	"56897812"	"56897812"
"536.7123641/57.26498082"	"2286097.674"	"56897812"	"56897812"	"2706206.649"	"2324868.713"	"56897812"	"2120997.259"	"2630007.61"	"2058221.595"	"1708426.722"
"536.7697138/162.4559851"	"56897812"	"56897812"	"56897812"	"56897812"	"1041580.191"	"56897812"	"1720029.866"	"1881377.917"	"1447756.439"	"1512782.394"
"536.8150667/75.91311763"	"853583.9872"	"6644718.481"	"56897812"	"7224057.673"	"4491552.821"	"56897812"	"5439619.669"	"7607145.549"	"9637971.477"	"9746713.387"
"536.8350817/71.65151572"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1804015.85"	"2396841.674"	"56897812"	"2625604.803"
"536.8593045/85.71565826"	"4716527.243"	"3789569.055"	"56897812"	"8820469.466"	"8622009.138"	"56897812"	"7333028.202"	"4113647.184"	"6646694.9"	"6425016.239"
"536.8936358/60.02344147"	"2405262.009"	"56897812"	"56897812"	"565321.1235"	"970569.2535"	"56897812"	"2191619.157"	"56897812"	"3365880.616"	"56897812"
"536.9692024/201.3929346"	"1141356.963"	"2414948.022"	"1810399.556"	"1477990.945"	"1599087.617"	"1348087.291"	"1813880.023"	"2764827.054"	"1985766.016"	"2413619.394"
"537.0760649/60.71128727"	"2445656.832"	"2539193.584"	"1817039.042"	"2469464.598"	"1689075.881"	"2047647.018"	"1666613.806"	"1766253.039"	"1024429.402"	"1779519.333"
"537.0971128/70.2306469"	"423608.7478"	"1662746.265"	"56897812"	"228341.7225"	"723331.8544"	"56897812"	"413299.1074"	"459331.6114"	"56897812"	"721253.4015"
"537.3393423/43.1300521"	"134177280.6"	"56897812"	"1284701.233"	"143342112.4"	"154372789.8"	"56897812"	"131608304"	"162602089.9"	"117799939.1"	"143366271.7"
"537.7969623/24.90298688"	"56897812"	"510918.9793"	"256461.9305"	"421917.2549"	"56897812"	"694892.7913"	"682933.9551"	"682518.1665"	"204287.4374"	"56897812"
"537.8228791/137.9151986"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1383544.22"	"317284.891"	"304534.0401"	"56897812"
"538.1619539/24.88525213"	"5077020.457"	"4582294.829"	"9862677.848"	"3078930.416"	"3522096.627"	"7644311.475"	"1690028.837"	"2209381.775"	"2371781.19"	"5305503.857"
"538.2833672/42.70169783"	"56897812"	"56897812"	"56897812"	"2839663.316"	"2198540.207"	"56897812"	"2326407.151"	"3001944.514"	"2241537.522"	"3137525.42"
"538.3107324/158.2051246"	"3240144.113"	"56897812"	"9238511.306"	"2173545.669"	"2405477.068"	"56897812"	"3781492.967"	"2871016.516"	"2079179.855"	"1945636.391"
"538.3269707/36.83473102"	"56897812"	"56897812"	"56897812"	"1419883.745"	"782623.2861"	"56897812"	"2711239.267"	"1592845.968"	"639903.9017"	"797555.9425"
"538.3429363/35.22627994"	"37503838.31"	"56897812"	"56897812"	"39437241.77"	"43600876.74"	"56897812"	"39099301.88"	"43762194.19"	"36572981.18"	"40013972.77"
"538.6634267/58.45378017"	"2212960.989"	"56897812"	"4417343.982"	"2922104.576"	"2204520.648"	"1574819.675"	"2659899.749"	"4439419.26"	"3153877.645"	"2887901.772"
"538.7831768/45.51062057"	"56897812"	"56897812"	"56897812"	"1229022.269"	"1208227.087"	"56897812"	"56897812"	"2005344.29"	"1489606.741"	"1190382.723"
"538.8133504/74.38400436"	"56897812"	"56897812"	"56897812"	"1748938.983"	"56897812"	"56897812"	"1225146.412"	"1301325.925"	"56897812"	"1105027.9"
"538.8267144/139.2931818"	"56897812"	"7281447.86"	"56897812"	"499315.4727"	"702529.8393"	"4799226.466"	"56897812"	"1696665.402"	"1033290.817"	"964090.8798"
"538.8284364/36.70299024"	"56897812"	"140290.6543"	"56897812"	"400516.2876"	"599480.9055"	"56694.35208"	"56897812"	"619921.6477"	"936057.7776"	"568165.3221"
"538.8569829/28.4677723"	"9890932.376"	"56897812"	"56897812"	"10488321.77"	"8709795.637"	"56897812"	"5778467.098"	"9054967.264"	"6002656.302"	"6693682.574"
"538.9593642/76.2931604"	"239468.9147"	"56897812"	"56897812"	"638253.036"	"655650.4911"	"56897812"	"491974.6231"	"873166.9491"	"368313.3911"	"1585553.982"
"539.3473811/28.73974844"	"56897812"	"56897812"	"56897812"	"1991674.728"	"56897812"	"56897812"	"56897812"	"2773518.053"	"3592477.898"	"1681636.783"
"539.367639/30.2001747"	"22680171.78"	"56897812"	"56897812"	"34772817.44"	"44697211.5"	"56897812"	"47331165.16"	"49174925.28"	"54854958.57"	"46228742.96"
"539.86883/32.04552912"	"15334335.42"	"56897812"	"56897812"	"17028911.54"	"13706961.52"	"56897812"	"17589275.66"	"16526560.47"	"14013950.58"	"23883312.19"
"540.015465/102.2186413"	"36431031.71"	"81162658.13"	"48306429.49"	"22772882.37"	"25876112.32"	"62324324.11"	"35917352.7"	"38398418.71"	"43498932.31"	"31162386.89"
"540.3691107/31.33073222"	"4328905.229"	"56897812"	"56897812"	"8591141.241"	"7074373.976"	"56897812"	"9932151.649"	"8281759.98"	"11130436.84"	"10008185.33"
"540.6601523/57.51138598"	"2100242.263"	"1284147.004"	"4310596.191"	"2328606.665"	"1891268.548"	"2909103.415"	"2443589.273"	"2973327.645"	"1510655.121"	"1659966.055"
"540.8330487/63.01134836"	"572489.3359"	"3114367.086"	"56897812"	"739872.661"	"932436.1522"	"56897812"	"958370.2885"	"56897812"	"960134.7318"	"2147629.54"
"540.8413944/59.52711107"	"1107969.692"	"56897812"	"1742913.524"	"2571280.051"	"1167122.449"	"1857917.975"	"1375746.29"	"56897812"	"2063151.1"	"724438.8378"
"540.870891/32.78017586"	"1456126.181"	"56897812"	"56897812"	"1456515.344"	"1654608.893"	"56897812"	"2141656.925"	"2687343.903"	"2049421.48"	"2033074.365"
"540.8888488/12.41550926"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"127949.5597"	"146138.1345"	"115576.3267"	"56897812"
"540.9696071/293.0899625"	"235743.4379"	"56897812"	"56897812"	"229490.7381"	"778357.3277"	"56897812"	"1120751.471"	"56897812"	"540124.4235"	"1708583.104"
"540.9696805/174.6265034"	"1936238.133"	"56897812"	"56897812"	"648626.0841"	"1933775.646"	"56897812"	"1911517.955"	"2743836.924"	"1565126.296"	"5312551.862"
"541.0203554/102.755087"	"2359827.102"	"4185972.429"	"1453739.44"	"2155385"	"2223031.508"	"3655706.182"	"3448145.079"	"3797821.298"	"2403747.735"	"2104270.634"
"541.0951417/66.29711358"	"304445.9041"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"465306.1388"	"502927.4774"	"417898.3639"
